"racer_number","racer_name","racer_name_kana","branch","grade","period_year","period_half"
"3952","中澤和志","ﾜ ｶｽﾞｼ","玉","B1","2025","前期"
"3953","志道吉和","ﾖｼｶｽﾞ","岡","B1","2025","前期"
"3955","眞田英二","ｴｲｼﾞ","島","B1","2025","前期"
"3956","横澤剛治","ﾜ ｺｳｼﾞ","岡","B1","2025","前期"
"3957","大谷直弘","ﾅｵﾋﾛ","知","B1","2025","前期"
"3959","坪井康晴","ﾔｽﾊﾙ","岡","B1","2025","前期"
"3960","菊地孝平","ｺｳﾍｲ","岡","B1","2025","前期"
"3961","谷村一哉","ｶｽﾞﾔ","口","B1","2025","前期"
"3963","原田秀弥","ﾋﾃﾞﾔ","阪","B1","2025","前期"
"3964","宮地博士","ﾋﾛｼ","崎","B1","2025","前期"
"3965","北中元樹","ｹﾞﾝｷ","賀","B1","2025","前期"
"3966","作間章","ｱｷﾗ","京","B1","2025","前期"
"3967","鈴木茂高","ｼｹﾞﾀｶ","知","B1","2025","前期"
"3968","茶谷信次","ｼﾝｼﾞ","賀","B1","2025","前期"
"3973","崎利仁","ｼﾋﾄ","馬","B1","2025","前期"
"3974","深山祐二","ﾕｳｼﾞ","賀","B1","2025","前期"
"3975","小野寺智洋","ﾗ ﾄﾓﾋﾛ","川","B1","2025","前期"
"3976","内田圭","ｹｲ","口","B1","2025","前期"
"3977","山本兼士","ｹﾝｼﾞ","阪","B1","2025","前期"
"3978","齊藤仁","ｼﾞﾝ","京","B1","2025","前期"
"3981","今坂晃広","ｱｷﾋﾛ","岡","B1","2025","前期"
"3982","福田理","ｵｻﾑ","山","B1","2025","前期"
"3983","須藤博倫","ﾋﾛﾐﾁ","玉","B1","2025","前期"
"3984","坂口周","ﾁ ﾒｸﾞﾙ","重","B1","2025","前期"
"3986","沖島広和","ﾋﾛｶｽﾞ","岡","B1","2025","前期"
"3987","後藤正宗","ﾏｻﾑﾈ","岡","B1","2025","前期"
"3988","古川誠之","ﾏｻﾕｷ","知","B1","2025","前期"
"3989","熊本英一","ｴｲｲﾁ","賀","B1","2025","前期"
"3990","芹澤克彦","ﾜ ｶﾂﾋｺ","岡","B1","2025","前期"
"3992","関口智久","ﾁ ﾄﾓﾋｻ","玉","B1","2025","前期"
"3993","永井聖美","ﾏｻﾐ","京","B1","2025","前期"
"3994","小野桜","ｸﾗ","賀","B1","2025","前期"
"3995","重野哲之","ｻﾄｼ","岡","B1","2025","前期"
"3997","北村征嗣","ｾｲｼﾞ","阪","B1","2025","前期"
"3998","冨成謙児","ｹﾝｼﾞ","賀","B1","2025","前期"
"3999","大瀧明日香","ｱｽｶ","知","B1","2025","前期"
"4000","松本博昭","ﾋﾛｱｷ","島","B1","2025","前期"
"4002","古結宏","ﾋﾛｼ","庫","B1","2025","前期"
"4003","表憲一","ｹﾝｲﾁ","井","B1","2025","前期"
"4004","山本浩輔","ｺｳｽｹ","崎","B1","2025","前期"
"4005","瀬川公則","ﾏｻﾉﾘ","口","B1","2025","前期"
"4006","小野勇作","ｳｻｸ","賀","B1","2025","前期"
"4007","榮田将彦","ﾞ ﾏｻﾋｺ","口","B1","2025","前期"
"4009","小林一樹","ｼ ｶｽﾞｷ","口","B1","2025","前期"
"4010","越智照浩","ｷﾋﾛ","川","B1","2025","前期"
"4011","堀之内紀代子","ﾁ ｷﾖｺ","山","B1","2025","前期"
"4012","中村有裕","ﾕｳｽｹ","賀","B1","2025","前期"
"4013","中島孝平","ﾏ ｺｳﾍｲ","井","B1","2025","前期"
"4014","片岡恵里","ｴﾘ","口","B1","2025","前期"
"4015","前野竜一","ﾘｮｳｲﾁ","口","B1","2025","前期"
"4016","西川新太郎","ｼﾝﾀﾛｳ","知","B1","2025","前期"
"4017","向井美鈴","ﾐｽｽﾞ","口","B1","2025","前期"
"4019","笠原亮","ﾘｮｳ","岡","B1","2025","前期"
"4020","川上清人","ｷﾖﾄ","川","B1","2025","前期"
"4022","待鳥雄紀","ﾘ ﾕｳｷ","岡","B1","2025","前期"
"4023","柴田友和","ﾄﾓｶｽﾞ","岡","B1","2025","前期"
"4024","井口佳典","ﾖｼﾉﾘ","重","B1","2025","前期"
"4025","山本隆幸","ﾀｶﾕｷ","庫","B1","2025","前期"
"4027","松江秀徳","ﾋﾃﾞﾉﾘ","賀","B1","2025","前期"
"4028","田村隆信","ﾀｶﾉﾌﾞ","島","B1","2025","前期"
"4030","森高一真","ｶｽﾞﾏ","川","B1","2025","前期"
"4031","飯島誠","ﾏ ﾏｺﾄ","玉","B1","2025","前期"
"4033","伊藤将吉","ﾏｻﾖｼ","岡","B1","2025","前期"
"4034","西原明生","ｱｷｵ","川","B1","2025","前期"
"4035","杉江浩明","ﾋﾛｱｷ","知","B1","2025","前期"
"4036","金田諭","ｻﾄｼ","玉","B1","2025","前期"
"4039","村上功祐","ｺｳｽｹ","阪","B1","2025","前期"
"4040","廣瀬将亨","ﾏｻﾕｷ","庫","B1","2025","前期"
"4041","小林基樹","ｼ ﾓﾄｷ","口","B1","2025","前期"
"4042","丸岡正典","ﾏｻﾉﾘ","阪","B1","2025","前期"
"4043","桐本康臣","ﾔｽﾄﾐ","重","B1","2025","前期"
"4044","湯川浩司","ｺｳｼﾞ","阪","B1","2025","前期"
"4045","佐木裕美","ﾋﾛﾐ","口","B1","2025","前期"
"4046","谷村啓司","ｹｲｼﾞ","岡","B1","2025","前期"
"4047","吉永浩則","ﾞ ﾋﾛﾉﾘ","阪","B1","2025","前期"
"4049","荒川健太","ｹﾝﾀ","重","B1","2025","前期"
"4050","田口節子","ｾﾂｺ","山","B1","2025","前期"
"4051","清水敦揮","ｱﾂｷ","山","B1","2025","前期"
"4052","興津藍","ｱｲ","島","B1","2025","前期"
"4053","芦澤望","ﾜ ﾉｿﾞﾑ","京","B1","2025","前期"
"4054","福嶋智之","ﾄﾓﾕｷ","山","B1","2025","前期"
"4055","吉田俊彦","ﾄｼﾋｺ","庫","B1","2025","前期"
"4056","小西英輝","ﾋﾃﾞｷ","井","B1","2025","前期"
"4057","松井賢治","ｹﾝｼﾞ","庫","B1","2025","前期"
"4058","野末智一","ﾄﾓｶｽﾞ","岡","B1","2025","前期"
"4059","入澤友治","ﾜ ﾕｳｼﾞ","京","B1","2025","前期"
"4060","島田一生","ｲｯｾｲ","岡","B1","2025","前期"
"4061","萩原秀人","ﾗ ﾋﾃﾞﾄ","井","B1","2025","前期"
"4062","後藤陽介","ﾖｳｽｹ","知","B1","2025","前期"
"4063","市橋卓士","ﾀｶｼ","島","B1","2025","前期"
"4064","原田篤志","ｱﾂｼ","口","B1","2025","前期"
"4065","金田幸子","ﾕｷｺ","山","B1","2025","前期"
"4066","東本勝利","ﾓﾄ ｶﾂﾄｼ","重","B1","2025","前期"
"4067","永井源","ﾐﾅﾓﾄ","知","B1","2025","前期"
"4068","幸田智裕","ﾁﾋﾛ","岡","B1","2025","前期"
"4069","山本修一","ｼｭｳｲﾁ","山","B1","2025","前期"
"4071","古賀千晶","ﾁｱｷ","庫","B1","2025","前期"
"4072","森永淳","ﾞ ｼﾞｭﾝ","賀","B1","2025","前期"
"4073","大橋純一郎","ｼﾞｭﾝｲﾁﾛｳ","岡","B1","2025","前期"
"4074","柳沢一","ｻﾜ ﾊｼﾞﾒ","知","B1","2025","前期"
"4075","中野次郎","ｼﾞﾛｳ","京","B1","2025","前期"
"4076","杉田篤光","ﾄｸﾐﾂ","岡","B1","2025","前期"
"4077","品田直樹","ﾅｵｷ","京","B1","2025","前期"
"4078","渡辺史之","ﾞ ﾌﾐﾕｷ","馬","B1","2025","前期"
"4079","出畑孝典","ﾀ ﾀｶﾉﾘ","岡","B1","2025","前期"
"4080","山崎哲司","ｷ ﾃﾂｼﾞ","知","B1","2025","前期"
"4081","樋口範政","ﾉﾘﾏｻ","知","B1","2025","前期"
"4082","濱崎誠","ﾏｺﾄ","阪","B1","2025","前期"
"4083","福島勇樹","ﾕｳｷ","京","B1","2025","前期"
"4084","杉山正樹","ﾏ ﾏｻｷ","知","B1","2025","前期"
"4085","荻野裕介","ﾕｳｽｹ","京","B1","2025","前期"
"4086","寺本重宣","ｼｹﾞﾉﾌﾞ","京","B1","2025","前期"
"4089","妹尾忠幸","ﾀﾀﾞﾕｷ","山","B1","2025","前期"
"4090","中村尊","ﾀｹﾙ","玉","B1","2025","前期"
"4092","岡部大輔","ﾀﾞｲｽｹ","賀","B1","2025","前期"
"4093","吉田宗弘","ﾑﾈﾋﾛ","京","B1","2025","前期"
"4094","中島真二","ｼﾝｼﾞ","岡","B1","2025","前期"
"4095","福来剛","ﾂﾖｼ","京","B1","2025","前期"
"4096","石橋道友","ｼ ﾐﾁﾄﾓ","崎","B1","2025","前期"
"4097","貫地谷直人","ﾔ ﾅｵﾄ","島","B1","2025","前期"
"4098","赤澤文香","ﾜ ﾌﾐｶ","山","B1","2025","前期"
"4099","吉永則雄","ﾞ ﾉﾘｵ","阪","B1","2025","前期"
"4100","松田隆司","ﾀｶｼ","岡","B1","2025","前期"
"4102","益田啓司","ｹｲｼﾞ","岡","B1","2025","前期"
"4103","山崎善庸","ｷ ﾖｼﾉﾌﾞ","玉","B1","2025","前期"
"4104","木下陽介","ﾖｳｽｹ","京","B1","2025","前期"
"4105","松下直也","ﾅｵﾔ","庫","B1","2025","前期"
"4106","坂井康嗣","ﾔｽｼ","賀","B1","2025","前期"
"4108","吉村正明","ﾏｻｱｷ","口","B1","2025","前期"
"4109","谷津幸宏","ｷﾋﾛ","玉","B1","2025","前期"
"4110","小澤和也","ｶｽﾞﾔ","玉","B1","2025","前期"
"4111","奥田誠","ﾏｺﾄ","島","B1","2025","前期"
"4112","大久保信一郎","ﾞ ｼﾝｲﾁﾛｳ","賀","B1","2025","前期"
"4113","木村浩士","ﾋﾛｼ","馬","B1","2025","前期"
"4114","深澤達徳","ﾀﾂﾉﾘ","京","B1","2025","前期"
"4116","川田正人","ﾏｻﾄ","島","B1","2025","前期"
"4117","廣中智紗衣","ﾁｻｴ","京","B1","2025","前期"
"4118","宇佐見淳","ｼﾞｭﾝ","知","B1","2025","前期"
"4119","泥谷一毅","ｶﾂｷ","阪","B1","2025","前期"
"4120","柘植政浩","ﾏｻﾋﾛ","賀","B1","2025","前期"
"4121","富永修一","ﾞ ｼｭｳｲﾁ","岡","B1","2025","前期"
"4122","安東幸治","ｳ ｺｳｼﾞ","岡","B1","2025","前期"
"4123","細川裕子","ﾕｳｺ","知","B1","2025","前期"
"4124","池田雄一","ﾕｳｲﾁ","岡","B1","2025","前期"
"4128","川口貴久","ﾁ ﾀｶﾋｻ","京","B1","2025","前期"
"4129","宇野博之","ﾛﾕｷ","知","B1","2025","前期"
"4131","原豊土","ﾖﾄ","岡","B1","2025","前期"
"4133","高橋正男","ﾏｻｵ","庫","B1","2025","前期"
"4134","杉山貴博","ﾏ ﾀｶﾋﾛ","京","B1","2025","前期"
"4136","江夏満","ﾐﾂﾙ","岡","B1","2025","前期"
"4137","君島秀三","ﾏ ｼｭｳｿﾞｳ","賀","B1","2025","前期"
"4138","中井俊祐","ｼｭﾝｽｹ","阪","B1","2025","前期"
"4139","丹下健","ﾀｹｼ","知","B1","2025","前期"
"4140","梶野学志","ﾀｶｼ","京","B1","2025","前期"
"4142","平野和明","ｶｽﾞｱｷ","知","B1","2025","前期"
"4143","浦田晃嗣","ｺｳｼﾞ","賀","B1","2025","前期"
"4144","石塚久也","ｶ ﾋｻﾔ","玉","B1","2025","前期"
"4145","小澤学","ﾏﾅﾌﾞ","京","B1","2025","前期"
"4146","柳橋宏紀","ﾊﾞｼ ﾋﾛｷ","賀","B1","2025","前期"
"4148","枝尾賢","ﾏｻﾙ","岡","B1","2025","前期"
"4150","山田雄太","ﾕｳﾀ","岡","B1","2025","前期"
"4151","下河誉史","ﾜ ﾀｶﾌﾐ","岡","B1","2025","前期"
"4152","深水慎一郎","ﾞ ｼﾝｲﾁﾛｳ","京","B1","2025","前期"
"4154","森安弘雅","ﾋﾛﾏｻ","川","B1","2025","前期"
"4155","長野壮志郎","ｿｳｼﾛｳ","岡","B1","2025","前期"
"4156","浜野孝志","ﾀｶｼ","重","B1","2025","前期"
"4158","木場雄二郎","ﾕｳｼﾞﾛｳ","口","B1","2025","前期"
"4159","向後龍一","ﾘｭｳｲﾁ","玉","B1","2025","前期"
"4161","黒柳浩孝","ｷﾞ ﾋﾛﾀｶ","知","B1","2025","前期"
"4162","竹本太樹","ﾀｲｼﾞｭ","阪","B1","2025","前期"
"4163","山崎裕司","ﾕｳｼﾞ","島","B1","2025","前期"
"4164","岩永節也","ﾞ ｾﾂﾔ","崎","B1","2025","前期"
"4166","吉田拡郎","ｶｸﾛｳ","山","B1","2025","前期"
"4167","片岡秀樹","ﾋﾃﾞｷ","島","B1","2025","前期"
"4168","石野貴之","ﾀｶﾕｷ","阪","B1","2025","前期"
"4169","多田有佑","ﾕｳｽｹ","京","B1","2025","前期"
"4171","榎幸司","ｺｳｼﾞ","崎","B1","2025","前期"
"4172","森定晃史","ﾞ ｺｳｼﾞ","山","B1","2025","前期"
"4173","岡谷健吾","ｹﾝｺﾞ","島","B1","2025","前期"
"4174","赤坂俊輔","ｼｭﾝｽｹ","崎","B1","2025","前期"
"4175","川尻泰輔","ﾀｲｽｹ","玉","B1","2025","前期"
"4176","樋口喜彦","ﾖｼﾋｺ","庫","B1","2025","前期"
"4177","萬正嗣","ﾏｻﾂｸﾞ","馬","B1","2025","前期"
"4179","広次修","ﾞ ｵｻﾑ","口","B1","2025","前期"
"4180","上野秀和","ﾋﾃﾞｶｽﾞ","岡","B1","2025","前期"
"4181","花本夏樹","ﾅﾂｷ","重","B1","2025","前期"
"4182","吉田和仁","ｶｽﾞﾋﾄ","賀","B1","2025","前期"
"4183","宇野弥生","ﾖｲ","知","B1","2025","前期"
"4184","渡邊雄一郎","ﾞ ﾕｳｲﾁﾛｳ","阪","B1","2025","前期"
"4186","小川時光","ﾄｷﾐﾂ","玉","B1","2025","前期"
"4188","久田敏之","ﾄｼﾕｷ","馬","B1","2025","前期"
"4189","川上剛","ﾀｹｼ","岡","B1","2025","前期"
"4190","長嶋万記","ﾏ ﾏｷ","岡","B1","2025","前期"
"4191","赤羽克也","ｶﾂﾔ","玉","B1","2025","前期"
"4193","郷原章平","ﾗ ｼｮｳﾍｲ","岡","B1","2025","前期"
"4195","前川守嗣","ﾓﾘﾂｸﾞ","岡","B1","2025","前期"
"4196","田中太一郎","ﾀｲﾁﾛｳ","賀","B1","2025","前期"
"4197","渥美卓郎","ﾀｸﾛｳ","岡","B1","2025","前期"
"4199","北川潤二","ﾜ ｼﾞｭﾝｼﾞ","知","B1","2025","前期"
"4200","早川尚人","ﾋｻﾄ","阪","B1","2025","前期"
"4201","佐竹友樹","ﾕｳｷ","玉","B1","2025","前期"
"4202","浮田圭浩","ﾖｼﾋﾛ","山","B1","2025","前期"
"4203","小倉康典","ﾔｽﾉﾘ","馬","B1","2025","前期"
"4204","柴田大輔","ﾀﾞｲｽｹ","岡","B1","2025","前期"
"4205","山口剛","ﾁ ﾂﾖｼ","島","B1","2025","前期"
"4207","松下一也","ｶｽﾞﾔ","岡","B1","2025","前期"
"4208","三浦永理","ｴﾘ","岡","B1","2025","前期"
"4209","藤田竜弘","ﾀﾂﾋﾛ","岡","B1","2025","前期"
"4210","松村康太","ｺｳﾀ","井","B1","2025","前期"
"4211","村田敦","ｱﾂｼ","京","B1","2025","前期"
"4213","重富伸也","ﾐ ｼﾝﾔ","崎","B1","2025","前期"
"4214","林祐介","ﾕｳｽｹ","山","B1","2025","前期"
"4215","吉島祥之","ﾏ ﾖｼﾕｷ","知","B1","2025","前期"
"4216","星栄爾","ｲｼﾞ","岡","B1","2025","前期"
"4218","吉川喜継","ﾖｼﾂｸﾞ","賀","B1","2025","前期"
"4219","本岡勝利","ｶﾂﾄｼ","島","B1","2025","前期"
"4220","深川和仁","ﾜ ｶｽﾞﾋﾄ","川","B1","2025","前期"
"4224","大橋栄里佳","ｴﾘｶ","岡","B1","2025","前期"
"4225","土屋千明","ﾁｱｷ","馬","B1","2025","前期"
"4226","村田浩司","ｺｳｼﾞ","口","B1","2025","前期"
"4227","安達裕樹","ﾕｳｷ","重","B1","2025","前期"
"4228","吉田慎二郎","ｼﾝｼﾞﾛｳ","知","B1","2025","前期"
"4229","市川美宏","ﾖｼﾋﾛ","岡","B1","2025","前期"
"4230","濱崎直矢","ﾅｵﾔ","玉","B1","2025","前期"
"4231","鈴木裕隆","ﾋﾛﾀｶ","知","B1","2025","前期"
"4232","笠雅雄","ﾏｻｵ","岡","B1","2025","前期"
"4233","亀山雅幸","ﾏｻﾕｷ","馬","B1","2025","前期"
"4234","野相弘司","ﾋﾛｼ","岡","B1","2025","前期"
"4236","松村敏","ｻﾄｼ","岡","B1","2025","前期"
"4237","大峯豊","ﾕﾀｶ","口","B1","2025","前期"
"4238","毒島誠","ﾞﾏ ﾏｺﾄ","馬","B1","2025","前期"
"4239","竹田辰也","ﾀﾂﾔ","口","B1","2025","前期"
"4240","今井裕梨","ﾕﾘ","馬","B1","2025","前期"
"4241","大串重幸","ｼ ｼｹﾞﾕｷ","崎","B1","2025","前期"
"4243","西村歩","ｱﾕﾐ","阪","B1","2025","前期"
"4244","鈴木成美","ﾅﾙﾐ","岡","B1","2025","前期"
"4245","高橋直哉","ﾅｵﾔ","京","B1","2025","前期"
"4246","喜多那由夏","ﾕｶ","岡","B1","2025","前期"
"4247","齊藤優","ﾕｳ","島","B1","2025","前期"
"4248","岡本大","ﾌﾄｼ","崎","B1","2025","前期"
"4251","川崎誠志","ｾｲｼﾞ","口","B1","2025","前期"
"4252","松下哲也","ﾃﾂﾔ","岡","B1","2025","前期"
"4253","西川真人","ﾏｻﾄ","賀","B1","2025","前期"
"4254","川島圭司","ｹｲｼﾞ","賀","B1","2025","前期"
"4256","渡辺浩司","ﾞ ｺｳｼﾞ","岡","B1","2025","前期"
"4257","古川健","ｹﾝ","島","B1","2025","前期"
"4258","関根彰人","ｱｷﾋﾄ","玉","B1","2025","前期"
"4259","真庭明志","ﾋﾛｼ","崎","B1","2025","前期"
"4260","中越博紀","ｼ ﾋﾛｷ","川","B1","2025","前期"
"4261","岡祐臣","ｳｼﾝ","重","B1","2025","前期"
"4262","馬場貴也","ﾖｼﾔ","賀","B1","2025","前期"
"4263","武重雄介","ﾞ ﾕｳｽｹ","口","B1","2025","前期"
"4264","長尾章平","ｼｮｳﾍｲ","口","B1","2025","前期"
"4266","長田頼宗","ﾖﾘﾑﾈ","京","B1","2025","前期"
"4268","和合俊介","ｼｭﾝｽｹ","岡","B1","2025","前期"
"4269","杉山裕也","ﾏ ﾋﾛﾅﾘ","知","B1","2025","前期"
"4270","岸本雄貴","ﾕｳｷ","重","B1","2025","前期"
"4271","川崎公靖","ｷﾐﾔｽ","島","B1","2025","前期"
"4272","大場広孝","ﾋﾛﾀｶ","岡","B1","2025","前期"
"4273","佐藤旭","ｱｷﾗ","岡","B1","2025","前期"
"4274","長畑友輔","ﾀ ﾕｳｽｹ","京","B1","2025","前期"
"4275","菅野はやか","ﾊﾔｶ","島","B1","2025","前期"
"4276","鈴木勝博","ｶﾂﾋﾛ","知","B1","2025","前期"
"4277","金田大輔","ﾀﾞｲｽｹ","山","B1","2025","前期"
"4278","藤岡俊介","ｶ ｼｭﾝｽｹ","庫","B1","2025","前期"
"4281","大澤大夢","ﾋﾛﾑ","玉","B1","2025","前期"
"4283","石井裕美","ﾋﾛﾐ","京","B1","2025","前期"
"4286","平田さやか","ｻﾔｶ","京","B1","2025","前期"
"4287","今井貴士","ﾀｶｼ","岡","B1","2025","前期"
"4288","永田啓二","ｹｲｼﾞ","岡","B1","2025","前期"
"4289","落合直子","ﾅｵｺ","阪","B1","2025","前期"
"4290","稲田浩二","ｺｳｼﾞ","庫","B1","2025","前期"
"4292","麻生慎介","ｼﾝｽｹ","島","B1","2025","前期"
"4293","鈴木智啓","ﾄﾓﾋﾛ","知","B1","2025","前期"
"4294","古賀繁輝","ｼｹﾞｷ","賀","B1","2025","前期"
"4295","小坂尚哉","ﾅｵﾔ","庫","B1","2025","前期"
"4296","岡崎恭裕","ｷ ﾔｽﾋﾛ","岡","B1","2025","前期"
"4297","山田哲也","ﾃﾂﾔ","京","B1","2025","前期"
"4298","宮下元胤","ﾓﾄﾂｸﾞ","知","B1","2025","前期"
"4299","中島浩哉","ﾋﾛﾔ","崎","B1","2025","前期"
"4300","加藤綾","ｱﾔ","重","B1","2025","前期"
"4301","関裕也","ｳﾔ","岡","B1","2025","前期"
"4302","西野翔太","ｼｮｳﾀ","島","B1","2025","前期"
"4303","牧原崇","ﾀｶｼ","知","B1","2025","前期"
"4304","藤崎小百合","ｷ ｻﾕﾘ","岡","B1","2025","前期"
"4305","金子拓矢","ﾀｸﾔ","馬","B1","2025","前期"
"4306","畔柳俊吾","ｷﾞ ｼｭﾝｺﾞ","知","B1","2025","前期"
"4308","河村了","ﾘｮｳ","知","B1","2025","前期"
"4311","岡村仁","ﾏｻｼ","阪","B1","2025","前期"
"4313","西村美智子","ﾐﾁｺ","川","B1","2025","前期"
"4314","青木幸太郎","ｺｳﾀﾛｳ","岡","B1","2025","前期"
"4315","山崎昂介","ｺｳｽｹ","崎","B1","2025","前期"
"4317","木村紗友希","ｻﾕｷ","岡","B1","2025","前期"
"4318","桑原将光","ﾗ ﾏｻﾐﾂ","京","B1","2025","前期"
"4319","三宅潤","ｼﾞｭﾝ","阪","B1","2025","前期"
"4320","峰竜太","ｭｳﾀ","賀","B1","2025","前期"
"4323","山田佑樹","ﾕｳｷ","山","B1","2025","前期"
"4324","海野康志郎","ｺｳｼﾛｳ","口","B1","2025","前期"
"4325","新出浩司","ｺｳｼﾞ","阪","B1","2025","前期"
"4327","加藤翔","ｼｮｳ","岡","B1","2025","前期"
"4329","小松卓司","ﾀｸｼﾞ","岡","B1","2025","前期"
"4330","奈須啓太","ｲﾀ","岡","B1","2025","前期"
"4331","三好勇人","ﾊﾔﾄ","川","B1","2025","前期"
"4332","村上彰一","ｼｮｳｲﾁ","岡","B1","2025","前期"
"4335","若林将","ﾔｼ ｼｮｳ","京","B1","2025","前期"
"4336","松田竜馬","ﾀﾂﾏ","岡","B1","2025","前期"
"4337","平本真之","ﾏｻﾕｷ","知","B1","2025","前期"
"4339","平瀬城啓","ｸﾆﾋﾛ","井","B1","2025","前期"
"4340","土性雅也","ｳ ﾏｻﾔ","重","B1","2025","前期"
"4342","谷野錬志","ﾝｼ","岡","B1","2025","前期"
"4343","村岡賢","ｹﾝ","島","B1","2025","前期"
"4344","新田雄史","ﾕｳｼ","重","B1","2025","前期"
"4345","西舘健","ﾃ ｹﾝ","京","B1","2025","前期"
"4346","前田健太郎","ｹﾝﾀﾛｳ","岡","B1","2025","前期"
"4347","魚谷香織","ｶｵﾘ","岡","B1","2025","前期"
"4348","宮崎奨","ｷ ｽｽﾑ","川","B1","2025","前期"
"4349","犬童千秋","ｳ ﾁｱｷ","岡","B1","2025","前期"
"4350","篠崎元志","ｷ ﾓﾄｼ","岡","B1","2025","前期"
"4351","里岡右貴","ﾕｳｷ","岡","B1","2025","前期"
"4352","下條雄太郎","ｮｳ ﾕｳﾀﾛｳ","崎","B1","2025","前期"
"4355","小川広大","ｺｳﾀﾞｲ","岡","B1","2025","前期"
"4356","長岡良也","ｶ ﾘｮｳﾔ","庫","B1","2025","前期"
"4357","田中和也","ｶｽﾞﾔ","阪","B1","2025","前期"
"4358","松本庸平","ﾖｳﾍｲ","重","B1","2025","前期"
"4359","横川聖志","ﾜ ｻﾄｼ","島","B1","2025","前期"
"4360","庄司孝輔","ﾞ ｺｳｽｹ","岡","B1","2025","前期"
"4361","柳生泰二","ｳ ﾀｲｼﾞ","口","B1","2025","前期"
"4362","土屋智則","ﾄﾓﾉﾘ","馬","B1","2025","前期"
"4363","大野芳顕","ﾖｼｱｷ","岡","B1","2025","前期"
"4364","池永太","ﾞ ﾌﾄｼ","岡","B1","2025","前期"
"4365","盛本真輔","ｼﾝｽｹ","庫","B1","2025","前期"
"4366","前沢丈史","ﾜ ﾀｹｼ","京","B1","2025","前期"
"4367","山口修路","ﾁ ｼｭｳｼﾞ","岡","B1","2025","前期"
"4368","山口隆史","ﾁ ﾀｶﾌﾐ","岡","B1","2025","前期"
"4369","丹下将","ﾀﾓﾂ","知","B1","2025","前期"
"4370","山口達也","ﾁ ﾀﾂﾔ","山","B1","2025","前期"
"4371","西山貴浩","ﾀｶﾋﾛ","岡","B1","2025","前期"
"4372","原田佑実","ﾕﾐ","阪","B1","2025","前期"
"4373","若狭奈美子","ﾅﾐｺ","山","B1","2025","前期"
"4374","永田義紘","ﾖｼﾋﾛ","島","B1","2025","前期"
"4375","照屋厚仁","ｱﾂﾋﾄ","庫","B1","2025","前期"
"4376","藤田靖弘","ﾔｽﾋﾛ","岡","B1","2025","前期"
"4377","濱本優一","ﾕｳｲﾁ","阪","B1","2025","前期"
"4379","桑島和宏","ﾏ ｶｽﾞﾋﾛ","京","B1","2025","前期"
"4380","鈴木峻佑","ｼｭﾝｽｹ","岡","B1","2025","前期"
"4381","田路朋史","ﾄﾓﾋﾄ","庫","B1","2025","前期"
"4382","高山智至","ｻﾄｼ","賀","B1","2025","前期"
"4383","竹田吉行","ﾖｼﾕｷ","島","B1","2025","前期"
"4384","鶴本崇文","ﾀｶﾌﾐ","阪","B1","2025","前期"
"4385","鈴木祐美子","ﾕﾐｺ","重","B1","2025","前期"
"4387","平山智加","ﾁｶ","川","B1","2025","前期"
"4388","是澤孝宏","ﾀｶﾋﾛ","賀","B1","2025","前期"
"4389","伊藤喜智","ﾖｼﾄﾓ","阪","B1","2025","前期"
"4390","松本弓雄","ﾕﾐｵ","島","B1","2025","前期"
"4391","松田祐季","ﾕｳｷ","井","B1","2025","前期"
"4393","田中孝明","ﾀｶｱｷ","岡","B1","2025","前期"
"4394","永嶋裕一","ﾏ ﾕｳｲﾁ","岡","B1","2025","前期"
"4395","下河雅史","ﾜ ﾏｻﾌﾐ","岡","B1","2025","前期"
"4396","大田直弥","ﾅｵﾔ","口","B1","2025","前期"
"4397","西村拓也","ﾀｸﾔ","阪","B1","2025","前期"
"4398","船岡洋一郎","ﾖｳｲﾁﾛｳ","島","B1","2025","前期"
"4399","松本晶恵","ｱｷｴ","馬","B1","2025","前期"
"4400","加藤奈月","ﾅﾂｷ","井","B1","2025","前期"
"4401","小林泰","ｼ ﾔｽｼ","京","B1","2025","前期"
"4402","乙藤智史","ﾞ ｻﾄｼ","岡","B1","2025","前期"
"4403","木下大將","ﾀﾞｲｽｹ","岡","B1","2025","前期"
"4404","岸蔭亮","ﾞ ｱｷﾗ","庫","B1","2025","前期"
"4405","南野利騰","ﾄｼﾀｶ","井","B1","2025","前期"
"4406","幸野史明","ﾌﾐｱｷ","岡","B1","2025","前期"
"4407","鹿島敏弘","ﾄｼﾋﾛ","馬","B1","2025","前期"
"4408","仁科さやか","ｻﾔｶ","崎","B1","2025","前期"
"4409","坂元浩仁","ﾋﾛﾋﾄ","知","B1","2025","前期"
"4410","井上大輔","ﾀﾞｲｽｹ","山","B1","2025","前期"
"4411","沢田昭宏","ｱｷﾋﾛ","阪","B1","2025","前期"
"4413","水摩敦","ｱﾂｼ","岡","B1","2025","前期"
"4414","大澤真菜","ﾏﾅ","京","B1","2025","前期"
"4415","下出卓矢","ﾀｸﾔ","井","B1","2025","前期"
"4416","三宅健太","ｹﾝﾀ","島","B1","2025","前期"
"4417","服部剛","ﾂﾖｼ","岡","B1","2025","前期"
"4418","茅原悠紀","ﾕｳｷ","山","B1","2025","前期"
"4419","原加央理","ｵﾘ","玉","B1","2025","前期"
"4420","津久井拓也","ﾀｸﾔ","馬","B1","2025","前期"
